home_office,deal_status,name,created,country,industry,custom_keywords,modified,fund,drive_url,company_name,key,drive_id,document_type,deal_team
Hamburg,Closed / Unrealized,2013-08-27_Maillis_MD Update_vFINAL2.pdf,2014-05-23T12:58:33.466770,Germany,Manufacturing,"End-of line packaging,Film,Machine building,Strapping,Wrapping",2019-02-22T08:09:33.306714,Europe,,Maillis,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKA6wsM,id:6663066972323840",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Christian Kraul-von Renner"
Hamburg,Nearly Completed Deal,2013-08-29_Update MD_Key Deal Facts_vfinal_addl slides.pdf,2014-05-23T12:54:40.457900,Germany,Consumer Products,"Bedding,Mattresses,Broken auction,HoldCo financing,Upholstery Furniture",2019-02-22T08:08:41.386926,Europe,,EuroComfort,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhmAoM,id:5738403194732544",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Christian Kraul-von Renner,Patrick Stein-Kaempfe,Florian Kamps"
Hamburg,Nearly Completed Deal,2013-09-05_Update MD_EuroComfort_vfinal2.pdf,2014-05-23T13:25:11.579830,Germany,Consumer Products,"Bedding,Mattresses,Broken auction,HoldCo financing,Upholstery Furniture",2019-02-22T08:08:02.426598,Europe,,EuroComfort,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvalwkM,id:5170804408975360",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Johannes Natterer,Patrick Stein-Kaempfe"
Rio de Janeiro,Some Progress To Close,2013-10-14 - Silimed - PDM v7.pdf,2014-05-27T17:07:51.765010,Brazil,Healthcare,"Breast Implants,Silicon implants",2019-02-22T08:09:04.073806,Brazil,,Silimed,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoKiH9AoM,id:6139924252196864",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Gabriel Verea"
Hamburg,Early Pass,2013-11-10 Next Overview Aval Risiko v3.pdf,2014-05-23T13:25:59.636190,Germany,Energy Services,"Virtual powerplant,Supply & demand side management,Growth investment,Guarantees",2019-02-22T08:08:07.764254,Europe,,Next Kraftwerke,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-GqAkM,id:5242690216132608",,Investment Committee Decks (Internal),"Wolfgang Biederman,Florian Kamps"
Rio de Janeiro,Closed / Unrealized,2013-Jun-13 - LG Sistemas DD Report_v7.pdf,2014-05-27T17:08:01.578990,Brazil,Technology,"Human Resources,Payroll,Software,ERP",2019-02-22T08:08:58.891148,Brazil,,LG Sistemas,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKA2woM,id:6029748274724864",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Thomaz Horta,Gabriel Verea"
New York,Closed / Unrealized,2014.02_Bob's Discount Furniture_vF.pdf,2014-05-20T20:30:08.303290,U.S.,Consumer Products,"Retail,Furniture,Discount Furniture",2019-02-22T08:08:07.347030,WhiteHorse,,Bob's Discount Furniture,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzMpgkM,id:5236307223642112",,Investment Committee Decks (Internal),"Sean Britain,Chase Hagin,Shyam Mehta"
Rio de Janeiro,Some Progress To Close,2014-01-28 - Coringa - Preliminary BDD.pdf,2014-05-27T17:08:11.283110,Brazil,Consumer Products,"Food,Corn Products,Cornmeal",2019-02-22T08:08:48.854931,Brazil,,Coringa,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLzVswoM,id:5856736590168064",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Gabriel Verea"
Hamburg,Early Pass,2014-01-28 Comcave Overview.pdf,2014-05-23T12:59:16.177720,Germany,Education,"Vocational services,Minority investment,Education,unemployment",2019-02-22T08:07:49.176516,Europe,,ComCave,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzM5ggM,id:4954832246931456",,Investment Committee Decks (Internal),"Holger Kleingarn,Florian Tappeiner,Florian Kamps"
Rio de Janeiro,Some Progress To Close,2014-02-13 - Pamcary - PDM.pdf,2014-05-27T17:08:28.120690,Brazil,Business Services,"Risk Management,Fleet Management,Insurance brokerage",2019-02-22T08:09:16.091185,Brazil,,Pamcary,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLyfmwsM,id:6312278001451008",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Marcelo Cecchetto,Gabriel Verea"
Hamburg,Early Pass,2014-02-24 Magix.pdf,2014-05-23T12:57:42.632220,Germany,Technology,"Music,video,software",2019-02-22T08:07:50.466269,Europe,,Magix,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMyB7ggM,id:4987439638642688",,Investment Committee Decks (Internal),"Holger Kleingarn,Christian Kraul-von Renner,Florian Kamps"
Miami,Closed / Unrealized,3.1.1 Gerson Lehrman Gro...mand Survey_Results.pdf,2014-05-27T15:22:26.608540,U.S.,Consumer Products,"Building Products,Gardening,Retail,Landscape Products,Fertilizer",2019-02-22T08:07:33.510234,LBO,,EasyGardener,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLzLqggM,id:4690910667341824",,Consultant Study / Industry Reports,"Jonathan I. Fox,Gary Gluzberg"
Miami,Closed / Unrealized,3.1.4 Packaged Facts_Law...ices in the US_2011.pdf,2014-06-02T15:44:47.382400,U.S.,Consumer Products,"Building Products,Gardening,Retail,Landscape Products,Fertilizer",2019-02-22T08:07:32.328085,LBO,,EasyGardener,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzMpggM,id:4673357270220800",,Consultant Study / Industry Reports,"Jonathan I. Fox,Gary Gluzberg"
Miami,Closed / Unrealized,59019736_v_1_TRAK - Data Search SPA.PDF,2014-05-21T21:06:56.350690,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:07:40.183827,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmNxAgM,id:4803137491697664",,Executed Legal Docs,"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Miami,Closed / Unrealized,59020314_v_1_TRAK - Presage SPA.PDF,2014-05-21T21:07:22.964860,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:08:52.995912,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9xAoM,id:5930677941829632",,Executed Legal Docs,"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Hamburg,Closed / Unrealized,7(S) - Presentation.pdf,2014-05-23T13:25:02.244360,Germany,Business Services,"Temporary staffing,Minority investment,Buy and build",2019-02-22T08:08:47.338835,Europe,,7(S),"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4OKAqwoM,id:5818642042191872",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Jorn-Marc Vogler"
Miami,Closed / Unrealized,8. Purchase Agreement NARS.pdf,2014-05-21T20:36:05.904140,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:08:22.256300,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN6Q4QkM,id:5493735081115648",,Executed Legal docs,"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Miami,Closed / Unrealized,a. MD Review Deck -NARS 6.22.09.pdf,2014-05-20T20:42:36.197700,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:07:37.038902,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPrKtggM,id:4743669642952704",,Investment Committee Decks (Internal),"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Boston,Active,Accupac Lender Mgmt Pres_FINAL.pdf,2015-02-02T16:16:03.263690,U.S.,Consumer Products,"Contact Manufacturing,OTC,Branded,Packaging,Chemicals",2019-02-22T08:07:56.548542,LBO,,Accupac,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MHhiAkM,id:5105084497133568",,Lender/Management Presentation,"Brian Schwartz,Bill Nolan,John Von Bargen,Joseph Pagliuca,Chuck Tucker,Dylan Erdle"
Hamburg,Early Pass,Acument_MD Presentation_30June2009_v8final.pdf,2014-05-23T12:47:54.673970,Germany,Automotive,"Fastening solutions,Fixtures and screws,Components,C-Parts,Free option",2019-02-22T08:08:18.260221,Europe,,Acument,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLnH1QkM,id:5442838376480768",,Investment Committee Decks (Internal),"Lars Hirche,Jens Alsleben,Klaas Reineke,Christian Kraul-von Renner"
Hamburg,Early Pass,Adesso Presentation 14-10-08.pdf,2014-05-23T12:50:34.564660,Germany,Technology,"IT consulting,Insurance,Software developer",2019-02-22T08:07:52.202134,Europe,,Adesso ,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJva9wgM,id:5030066920620032",,Investment Committee Decks (Internal),"Matthias Allgaier,Zoltan Bognar,Ingo Stralkowski"
Rio de Janeiro,Closed / Unrealized,AFL5-140515 Project AVGS Full Deck - vF.pptx.pdf,2015-02-02T16:59:45.432650,U.S.,Media,"Digital Media,Advertising,Online Content,Internet,Mobile",2019-02-22T08:07:34.747842,Brazil,,No Zebra Network S.A.,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-csQgM,id:4720078595555328",,Investment Committee Decks (Internal),"Fernando Marques Oliveira,Rodrigo Feitosa,Andre Britto"
Miami,Nearly Completed Deal,AGI Opportunity Overview - June 2010.pdf,2014-06-02T15:45:04.652280,U.S.,Manufacturing,"Packaging,MeadWestVaco,DVD,Media,Deloitte",2019-02-22T08:09:17.255111,Middle Market,,AGI,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmNpAsM,id:6351249863606272",,Investment Committee Decks (Internal),"Bret Wiener,Brian McMullen,Arta Tabaee,Brandon Garcilazo"
Hamburg,Nearly Completed Deal,Agro_Discussion Material MDs_v5.pdf,2014-05-23T12:58:16.175810,Germany,Manufacturing,"Innersprings,Mattresses,Furniture,Bedding,Wire",2019-02-22T08:07:52.755073,Europe,,Agro,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLmp-QgM,id:5037187305308160",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Jï¿½rn-Marc Vogler,Christian Kraul-von Renner"
Dallas,Closed / Unrealized,AGS 2-Pager IC Presentation.pdf,2014-05-28T14:51:50.937890,U.S.,Technology,"Gaming,Slot Machines,Native American Gaming",2019-02-22T08:09:21.364900,WhiteHorse,,AGS,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLnHtQsM,id:6428000794968064",,Investment Committee Decks (Internal),"Ethan Underwood,Nate Stinchcomb,Shyam Mehta"
Dallas,Closed / Unrealized,AGS CIM (December 2013).pdf,2014-05-28T14:26:27.127790,U.S.,Technology,"Gaming,Slot Machines,Native American Gaming",2019-02-22T08:08:32.405972,WhiteHorse,,AGS,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPLRigoM,id:5676293873991680",,Intermediary CIM,"Ethan Underwood,Nate Stinchcomb,Shyam Mehta"
Dallas,Closed / Unrealized,AGS Lender Presentation_2013.11.18.pdf,2014-05-28T14:26:41.132090,U.S.,Technology,"Gaming,Slot Machines,Native American Gaming",2019-02-22T08:08:05.502097,WhiteHorse,,AGS,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgJ6HnwkM,id:5203137593868288",,Lender/Management Presentation,"Ethan Underwood,Nate Stinchcomb,Shyam Mehta"
Hamburg,Nearly Completed Deal,Alpha_Early-Stage Deal Overview_25July2008_Sent.pdf,2014-05-23T12:48:56.348090,Germany,Automotive,"Metal hoses,Expansion joints,Flexible metal components,Vendor loan",2019-02-22T08:09:25.116952,Europe,,BOA Group,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-cyQsM,id:6514481572085760",,Investment Committee Decks (Internal),Wolfgang Biedermann
Miami,Closed / Unrealized,Amalgamated Credit Agreement 2013.pdf,2014-05-21T20:36:35.768660,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Data Analytics,Legal Network",2019-02-22T08:08:09.902544,LBO,,TRAK America,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoPGXtQkM,id:5300466720178176",,Executed Lender docs,"Jeff Zanarini,Chris Paldino,Brandon Howard,Brad Armas"
Boston,Nearly Completed Deal,American Communications Deck.pdf,2014-05-20T15:17:59.369700,U.S.,Business Services,"Refurbisher,Cell tower,Telecom,Wireless",2019-02-22T08:09:10.157202,Growth Equity,,American Communications,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN7qiQsM,id:6235699271434240",,Investment Committee Decks (Internal),"Steve Loose,Benjamin Kahn,Dan Lombard,Prabh Sodhi"
San Francisco,Closed / Unrealized,AMPAC Opportunity Review - January 2014.pdf,2014-06-02T15:45:15.353240,U.S.,Chemicals,"Chemicals,Defense,Pharmaceutical,Ingredient,Rocket",2019-02-22T08:09:28.360008,Middle Market,,American Pacific,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJva1wsM,id:6578179292528640",,Investment Committee Decks (Internal),"Fraser Preston,Brian McMullen,Mike Gallagher,Miriam Rafiqi,Nancy Zhang"
San Francisco,Nearly Completed Deal,Amtech Corporation.pdf,2014-05-28T14:26:50.780610,U.S.,Aerospace - Defense,"Defense,Military,Ballistic,Humvees,Composite",2019-02-22T08:09:17.849446,LBO,,Amtech Corporation,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN3GpAsM,id:6353209308217344",,Investment Committee Decks (Internal),"Elliot Maluth,Neil Tuch,Clay Thomson,Amanda Kalin"
Miami,Closed / Unrealized,Anadarko Aggregate Market Study v15 20131113.pdf,2014-05-27T16:08:46.925420,U.S.,Building Products,"Oil & Gas,Anadarko,Aggregates",2019-02-22T08:07:58.570477,LBO,,Harrison Gypsum,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoLOpjgkM,id:5129544738537472",,Consultant Study / Industry Reports,"Rick Rosen,Keval Patel,Ryan Kaplan,Jesse Greenberg"
Miami,Active,Angelcare 2-Pager 4.19.15.pdf,2016-03-03T22:29:54.832060,U.S.,Consumer Products,"Baby,Toy,Consumer,Diaper,Monitor",2019-02-22T08:08:13.329041,LBO,,Angelcare,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgN6QwQkM,id:5352997592760320",,Investment Committee Decks (Internal),"Rick Rosen,Roman Krislav,Jon Fox,Richard Qian"
London,Nearly Completed Deal,Annex 5.1.4(iii) Management Presentation.pdf,2016-03-03T22:28:10.557390,U.K.,Consumer Products,"Coins,Money,Electroplating",2019-02-22T08:09:18.147704,Europe,,Amera,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzMpgsM,id:6362207130484736",,Lender/Management Presentation,"Matthias Allgaier,Thomas Scriven,Christian Kraul-von Renner"
Miami,Closed / Unrealized,Appolo Fuels IC Deck vFinal.pdf,2014-05-20T20:29:48.306080,U.S.,Energy Services,"Natural Resources,Coal,Mining",2019-02-22T08:08:06.023484,Bayside,,Appolo Fuels,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoLPdnwkM,id:5206098235621376",,Investment Committee Decks (Internal),"Sean Ozbolt,Josh Porter,Brett Craig,Jeffrey Coulter"
Boston,Early Pass,Aptus-Global Deal Overview 3-12-12.pdf,2014-05-20T20:29:38.828010,U.S.,Business Services,"ATM,Kiosks",2019-02-22T08:08:06.908286,Growth Equity,,Aptus / Global Axcess Corp,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9pAkM,id:5226990500052992",,Investment Committee Decks (Internal),"John Black,Benjamin Kahn,Daniel Gedney"
Miami,Closed / Unrealized,Arctic Glacier Company Update- May 2013.pdf,2014-06-02T15:45:24.119190,U.S.,Distribution,"Ice,Reddy,Fleet,Canada,Public",2019-02-22T08:08:35.190407,Middle Market,,Arctic Glacier,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoLOpjgoM,id:5692494691958784",,Investment Committee Decks (Internal),"Bret Wiener,Brian McMullen,Rob Jang,Bilal Noor,Nancy Yu"
Miami,Closed / Unrealized,Arctic Glacier Opportunity Review - June 2012.pdf,2014-06-02T15:45:36.723710,U.S.,Distribution,"Ice,Reddy,Fleet,Canada,Public",2019-02-22T08:08:20.715031,Middle Market,,Arctic Glacier,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPKN2wkM,id:5467249225760768",,Investment Committee Decks (Internal),"Bret Wiener,Brian McMullen,Rob Jang,Arjun Madan-Mohan,Bilal Noor"
London,Closed / Realized,ARM Early.pdf,2014-05-27T14:26:24.650100,U.K.,Manufacturing,"Packaging,FMCG",2019-02-22T08:07:52.598834,Europe,,ARMetalizing,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNmR-QgM,id:5036371395739648",,Investment Committee Decks (Internal),"Matthias Allgaier,Mark Kelly,Neil McIlroy,William Trevelyan Thomas"
London,Closed / Realized,ARM Early.pdf,2014-05-15T18:16:21.525910,U.K.,Manufacturing,"Packaging,FMCG",2019-02-22T08:08:57.012046,Europe,,ARMetalizing,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwNnr1QoM,id:6007034004635648",,Investment Committee Decks (Internal),"Matthias Allgaier,Mark Kelly,Neil McIlroy,William Trevelyan Thomas"
London,Closed / Realized,ARM Final.pdf,2014-05-27T14:26:36.470610,U.K.,Manufacturing,"Packaging,FMCG",2019-02-22T08:08:57.689355,Europe,,ARMetalizing,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4JCl2AoM,id:6017803433803776",,Investment Committee Decks (Internal),"Matthias Allgaier,Mark Kelly,Neil McIlroy,William Trevelyan Thomas"
New York,Closed / Realized,Armstrong Update 10-28-10 v8.pdf,2014-05-27T16:45:18.451830,U.S.,Manufacturing,"Marine,Aftermarket Distribution,OEM Components,Steering,Controls",2019-02-22T08:08:17.537154,Middle Market,,SeaStar Solutions (f/k/a Teleflex Marine),"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-c0QkM,id:5423766037331968",,Investment Committee Decks (Internal),"Chris Laitala,Matt Lozow,Adam Cole"
New York,Closed / Unrealized,ATP Update 10-27-13_vFinal 2pm.pdf,2014-05-19T19:38:13.153320,U.S.,Energy Services,"Deepwater Gulf of Mexico,Oil & Gas,Exploration & Production / E&P,riding Royalty Interest / Net Profit Interest / ORRI / NPI,Floating Production Facility",2019-02-22T08:08:12.250883,Bayside,,Bennu Oil & Gas,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwPKNuwkM,id:5326511737405440",,Investment Committee Decks (Internal),"Paul Triggiani,Josh Porter,Alexey Sosnovskiy,Chase Hagin,Michael Weiss"
Miami,Closed / Realized,Augusta Lender Presentation December 2005.pdf,2014-05-27T16:45:29.595250,U.S.,Building Products,"Lumber,Building Products,Sawmills,Manufacturing,Flooring",2019-02-22T08:07:31.777047,LBO,,American Hardwoood Industries,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgLm9pAgM,id:4664040546631680",,Lender/Management Presentation,"Roman Krislav,Gaurav Golechha,Richard Qian"
Boston,Closed / Realized,Aurora+Bank+Book.pdf,2014-05-20T15:27:26.016260,U.S.,Healthcare,"Healthcare,Pathology,Diagnostics,Laboratories",2019-02-22T08:08:40.688194,Bayside,,"Aurora Diagnostics, LLC","kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgPzilwoM,id:5734055144325120",,Intermediary CIM,"Jackson Craig,Abbas Hasan,Matt Fixler"
Boston,Closed / Realized,Aurora+Bank+Book.pdf,2014-05-19T19:21:07.106430,U.S.,Healthcare,"Healthcare,Pathology,Diagnostics,Laboratories",2019-02-22T08:07:39.769460,Bayside,,"Aurora Diagnostics, LLC","kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAoLPdvwgM,id:4783885770555392",,Intermediary CIM,"Jackson Craig,Abbas Hasan,Matt Fixler"
Boston,Closed / Realized,B.  Management Presentation.pdf,2014-05-20T20:11:39.399330,U.S.,Aerospace - Defense,"Leasing,Aircraft",2019-02-22T08:07:31.421760,Bayside,,GMT Global,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4MGrpAgM,id:4663424420151296",,Intermediary CIM,"Jackson Craig,Abbas Hasan,Billy Billington"
Miami,Closed / Unrealized,b. Partner Pres 11.22.09.pdf,2014-05-20T20:42:28.721110,U.S.,Business Services,"Collections,Business Process Outsourcing,Accounts Receivable Management,Call Center",2019-02-22T08:07:25.066657,LBO,,Integrity Solution Services,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgJ7HgAgM,id:4506047221858304",,Investment Committee Decks (Internal),"Jeff Zanarini,Roman Krislav,Gaurav Golechha,Brandon Howard"
Boston,Active,Bain Vendor Due Diligence Report (high res).pdf,2015-02-02T16:44:51.781620,U.S.,Consumer Products,"Infomercial,Direct Response TV,Direct Marketing,Consumer Products,Media",2019-02-22T08:08:36.620633,LBO,,"Thane International, Inc.","kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwMzvkAoM,id:5703702744662016",,Consultant Study / Industry Reports,"Sami Mnaymneh,John Von Bargen,Arthur Heller,Caroline Kung,Strother Scott,Jesse Greenberg"
Miami,Closed / Realized,Bayou Lender Presentation Final.pdf,2014-05-27T16:09:00.311520,U.S.,Energy Services,"Oil & Gas,Equipment Rental",2019-02-22T08:08:48.385512,LBO,,Redfish,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAwJvBrgoM,id:5834050438692864",,Lender/Management Presentation,"Ricky Stokes,Jon Fox,Jordan Fixler"
Hamburg,Nearly Completed Deal,BÐ¤we Systec_MD Presentation_13 April 2010_v12.pdf,2014-06-03T17:25:40.801200,Germany,Manufacturing,"Mailroom solutions,Sorting machines,Inserting machines,Franking machines",2019-02-22T08:07:43.982479,Europe,,BÃ¶we Systec,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICAgK-c0QgM,id:4860816083910656",,Investment Committee Decks (Internal),"Wolfgang Biedermann,Jens Asleben,Klaas Reineke,Marc Schmidt"
San Francisco,Closed / Unrealized,BDP - Two-Pager.pdf,2017-11-13T20:27:56.996370,U.S.,Healthcare,"ophthalmology,optometry,healthcare,ASC,physician",2019-02-22T08:08:43.578018,LBO,,Barnet Dulaney Perkins,"kind:KnowledgeFile2,urlsafe:ahRzfmhpZ2NhcGl0YWwta3BvcnRhbHIbCxIOS25vd2xlZGdlRmlsZTIYgICA4KGSnQoM,id:5757670418022400",,Investment Committee Decks (Internal),"Rob Wolfson,Kevin Van Culin,Andrey Vakhovskiy,Eric Nusbaum,Zachary L. O'Connor,Vaibhav Narayanam"
